time	V(vid)	V(vodn)	V(vodp)
3.774937500747912e-004	1.043912e-001	8.238302e-001	8.840927e+000
3.823765625747913e-004	1.010379e-001	8.461989e-001	8.819468e+000
3.872593750747913e-004	9.758954e-002	8.721244e-001	8.794472e+000
3.921421875747913e-004	9.404935e-002	9.022107e-001	8.765328e+000
3.970250000747913e-004	9.042063e-002	9.371605e-001	8.731334e+000
4.019078125747913e-004	8.670682e-002	9.777881e-001	8.691670e+000
4.067906250747913e-004	8.291140e-002	1.025031e+000	8.645398e+000
4.116734375747913e-004	7.903795e-002	1.079960e+000	8.591441e+000
4.165562500747913e-004	7.509010e-002	1.143787e+000	8.528584e+000
4.214390625747913e-004	7.107159e-002	1.217868e+000	8.455464e+000
4.263218750747913e-004	6.698619e-002	1.303697e+000	8.370584e+000
4.312046875747913e-004	6.283774e-002	1.402895e+000	8.272318e+000
4.360875000747913e-004	5.863015e-002	1.517172e+000	8.158949e+000
4.409703125747913e-004	5.436738e-002	1.648287e+000	8.028711e+000
4.458531250747913e-004	5.005344e-002	1.797978e+000	7.879863e+000
4.507359375747913e-004	4.569240e-002	1.967868e+000	7.710772e+000
4.556187500747913e-004	4.128835e-002	2.159355e+000	7.520036e+000
4.605015625747913e-004	3.684544e-002	2.373476e+000	7.306610e+000
4.653843750747913e-004	3.236785e-002	2.610765e+000	7.069955e+000
4.702671875747913e-004	2.785980e-002	2.871114e+000	6.810175e+000
4.751500000747913e-004	2.332553e-002	3.153644e+000	6.528141e+000
4.800328125747913e-004	1.876930e-002	3.456625e+000	6.225579e+000
4.897984375747913e-004	9.608163e-003	4.112645e+000	5.570155e+000
4.932861607890771e-004	6.321823e-003	4.363136e+000	5.319795e+000
4.967738840033628e-004	3.036390e-003	4.612578e+000	5.070437e+000
5.002616072176485e-004	-2.481366e-004	4.860973e+000	4.822081e+000
5.037493304319343e-004	-3.531756e-003	5.108319e+000	4.574726e+000
5.072370536462200e-004	-6.814468e-003	5.354617e+000	4.328374e+000
5.107247768605057e-004	-1.009627e-002	5.599866e+000	4.083023e+000
5.142125000747914e-004	-1.337717e-002	5.844068e+000	3.838675e+000
5.190953125747914e-004	-1.795376e-002	6.167556e+000	3.514901e+000
5.239781250747914e-004	-2.251345e-002	6.473703e+000	3.208379e+000
5.288609375747914e-004	-2.705196e-002	6.759734e+000	2.921887e+000
5.337437500747914e-004	-3.156501e-002	7.023759e+000	2.657320e+000
5.386265625747914e-004	-3.604834e-002	7.264750e+000	2.415711e+000
5.435093750747914e-004	-4.049775e-002	7.482469e+000	2.197303e+000
5.483921875747914e-004	-4.490905e-002	7.677348e+000	2.001673e+000
5.532750000747914e-004	-4.927807e-002	7.850349e+000	1.827864e+000
5.581578125747914e-004	-5.360072e-002	8.002823e+000	1.674538e+000
5.630406250747914e-004	-5.787292e-002	8.136366e+000	1.540101e+000
5.679234375747914e-004	-6.209066e-002	8.252711e+000	1.422831e+000
5.728062500747914e-004	-6.624995e-002	8.353626e+000	1.320965e+000
5.776890625747914e-004	-7.034690e-002	8.440843e+000	1.232780e+000
5.825718750747914e-004	-7.437763e-002	8.516006e+000	1.156636e+000
5.874546875747914e-004	-7.833837e-002	8.580641e+000	1.091014e+000
5.923375000747914e-004	-8.222537e-002	8.636134e+000	1.034531e+000
5.972203125747914e-004	-8.603499e-002	8.683731e+000	9.859487e-001
6.021031250747914e-004	-8.976363e-002	8.724530e+000	9.441699e-001
6.069859375747915e-004	-9.340779e-002	8.759498e+000	9.082333e-001
6.118687500747915e-004	-9.696405e-002	8.789473e+000	8.773026e-001
6.167515625747915e-004	-1.004290e-001	8.815180e+000	8.506554e-001
6.216343750747915e-004	-1.037995e-001	8.837244e+000	8.276702e-001
6.265171875747915e-004	-1.070723e-001	8.856199e+000	8.078148e-001
6.314000000747915e-004	-1.102443e-001	8.872501e+000	7.906352e-001
6.362828125747915e-004	-1.133125e-001	8.886539e+000	7.757443e-001
6.411656250747915e-004	-1.162741e-001	8.898645e+000	7.628133e-001
6.460484375747915e-004	-1.191263e-001	8.909097e+000	7.515631e-001
6.509312500747915e-004	-1.218664e-001	8.918134e+000	7.417567e-001
6.558140625747915e-004	-1.244917e-001	8.925959e+000	7.331936e-001
6.606968750747915e-004	-1.269999e-001	8.932741e+000	7.257034e-001
6.655796875747915e-004	-1.293886e-001	8.938627e+000	7.191420e-001
6.704625000747915e-004	-1.316554e-001	8.943741e+000	7.133870e-001
6.753453125747915e-004	-1.337984e-001	8.948186e+000	7.083350e-001
6.802281250747915e-004	-1.358155e-001	8.952050e+000	7.038981e-001
6.851109375747915e-004	-1.377047e-001	8.955410e+000	7.000018e-001
6.899937500747915e-004	-1.394643e-001	8.958328e+000	6.965832e-001
6.948765625747915e-004	-1.410927e-001	8.960859e+000	6.935886e-001
6.997593750747915e-004	-1.425882e-001	8.963050e+000	6.909729e-001
7.046421875747915e-004	-1.439496e-001	8.964937e+000	6.886978e-001
7.095250000747915e-004	-1.451755e-001	8.966555e+000	6.867313e-001
7.144078125747915e-004	-1.462647e-001	8.967930e+000	6.850462e-001
7.192906250747916e-004	-1.472163e-001	8.969085e+000	6.836202e-001
7.241734375747916e-004	-1.480294e-001	8.970039e+000	6.824347e-001
7.290562500747916e-004	-1.487031e-001	8.970808e+000	6.814747e-001
7.339390625747916e-004	-1.492369e-001	8.971402e+000	6.807282e-001
7.388218750747916e-004	-1.496302e-001	8.971833e+000	6.801860e-001
7.437046875747916e-004	-1.498827e-001	8.972106e+000	6.798416e-001
7.485875000747916e-004	-1.499941e-001	8.972226e+000	6.796909e-001
7.534703125747916e-004	-1.499643e-001	8.972195e+000	6.797320e-001
7.583531250747916e-004	-1.497934e-001	8.972012e+000	6.799654e-001
7.632359375747916e-004	-1.494816e-001	8.971674e+000	6.803939e-001
7.681187500747916e-004	-1.490290e-001	8.971175e+000	6.810225e-001
7.730015625747916e-004	-1.484362e-001	8.970510e+000	6.818590e-001
7.778843750747916e-004	-1.477037e-001	8.969666e+000	6.829135e-001
7.827671875747916e-004	-1.468322e-001	8.968630e+000	6.841995e-001
7.876500000747916e-004	-1.458224e-001	8.967385e+000	6.857331e-001
7.925328125747916e-004	-1.446754e-001	8.965912e+000	6.875345e-001
7.974156250747916e-004	-1.433923e-001	8.964186e+000	6.896280e-001
8.022984375747916e-004	-1.419742e-001	8.962176e+000	6.920427e-001
8.071812500747916e-004	-1.404225e-001	8.959849e+000	6.948130e-001
8.120640625747916e-004	-1.387386e-001	8.957163e+000	6.979801e-001
8.169468750747916e-004	-1.369242e-001	8.954067e+000	7.015923e-001
8.218296875747916e-004	-1.349809e-001	8.950504e+000	7.057069e-001
8.267125000747916e-004	-1.329105e-001	8.946408e+000	7.103915e-001
8.315953125747917e-004	-1.307151e-001	8.941696e+000	7.157258e-001
8.364781250747917e-004	-1.283966e-001	8.936274e+000	7.218039e-001
8.413609375747917e-004	-1.259573e-001	8.930030e+000	7.287368e-001
8.462437500747917e-004	-1.233994e-001	8.922832e+000	7.366551e-001
8.511265625747917e-004	-1.207254e-001	8.914523e+000	7.457136e-001
8.560093750747917e-004	-1.179378e-001	8.904922e+000	7.560944e-001
8.608921875747917e-004	-1.150392e-001	8.893812e+000	7.680125e-001
8.657750000747917e-004	-1.120323e-001	8.880937e+000	7.817214e-001
8.706578125747917e-004	-1.089200e-001	8.865997e+000	7.975200e-001
8.755406250747917e-004	-1.057051e-001	8.848639e+000	8.157601e-001
8.804234375747917e-004	-1.023908e-001	8.828445e+000	8.368554e-001
8.853062500747917e-004	-9.898009e-002	8.804932e+000	8.612909e-001
8.901890625747917e-004	-9.547623e-002	8.777526e+000	8.896343e-001
8.950718750747917e-004	-9.188252e-002	8.745564e+000	9.225475e-001
8.999546875747917e-004	-8.820233e-002	8.708274e+000	9.607986e-001
9.048375000747917e-004	-8.443913e-002	8.664766e+000	1.005274e+000
9.097203125747917e-004	-8.059646e-002	8.614020e+000	1.056991e+000
9.146031250747917e-004	-7.667793e-002	8.554878e+000	1.117104e+000
9.194859375747917e-004	-7.268724e-002	8.486035e+000	1.186912e+000
9.243687500747917e-004	-6.862813e-002	8.406048e+000	1.267855e+000
9.292515625747917e-004	-6.450444e-002	8.313338e+000	1.361504e+000
9.341343750747917e-004	-6.032003e-002	8.206221e+000	1.469539e+000
9.390171875747917e-004	-5.607886e-002	8.082943e+000	1.593708e+000
9.439000000747918e-004	-5.178490e-002	7.941744e+000	1.735765e+000
9.487828125747918e-004	-4.744221e-002	7.780933e+000	1.897392e+000
9.536656250747918e-004	-4.305486e-002	7.599004e+000	2.080093e+000
9.585484375747918e-004	-3.862700e-002	7.394751e+000	2.285064e+000
9.634312500747918e-004	-3.416278e-002	7.167414e+000	2.513060e+000
9.683140625747918e-004	-2.966641e-002	6.916825e+000	2.764245e+000
9.731968750747918e-004	-2.514211e-002	6.643534e+000	3.038061e+000
9.780796875747918e-004	-2.059415e-002	6.348920e+000	3.333126e+000
9.829625000747917e-004	-1.602681e-002	6.035238e+000	3.647180e+000
9.927281250747915e-004	-6.851196e-003	5.363961e+000	4.318951e+000
1.007376562574791e-003	6.949758e-003	4.313940e+000	5.369049e+000
1.017142187574791e-003	1.612491e-002	3.642524e+000	6.040057e+000
1.022025000074791e-003	2.069188e-002	3.328720e+000	6.353522e+000
1.026907812574791e-003	2.523937e-002	3.033939e+000	6.647877e+000
1.031790625074791e-003	2.976312e-002	2.760431e+000	6.920874e+000
1.036673437574791e-003	3.425884e-002	2.509568e+000	7.171149e+000
1.041556250074790e-003	3.872233e-002	2.281896e+000	7.398160e+000
1.046439062574790e-003	4.314937e-002	2.077243e+000	7.602085e+000
1.051321875074790e-003	4.753580e-002	1.894848e+000	7.783695e+000
1.056204687574790e-003	5.187749e-002	1.733508e+000	7.944199e+000
1.061087500074790e-003	5.617036e-002	1.591717e+000	8.085111e+000
1.065970312574790e-003	6.041035e-002	1.467792e+000	8.208123e+000
1.070853125074790e-003	6.459350e-002	1.359975e+000	8.314999e+000
1.075735937574790e-003	6.871585e-002	1.266520e+000	8.407492e+000
1.080618750074790e-003	7.277353e-002	1.185749e+000	8.487286e+000
1.085501562574790e-003	7.676271e-002	1.116092e+000	8.555958e+000
1.090384375074789e-003	8.067966e-002	1.056110e+000	8.614951e+000
1.095267187574789e-003	8.452066e-002	1.004507e+000	8.665566e+000
1.100150000074789e-003	8.828212e-002	9.601294e-001	8.708961e+000
1.105032812574789e-003	9.196049e-002	9.219630e-001	8.746154e+000
1.109915625074789e-003	9.555231e-002	8.891228e-001	8.778032e+000
1.114798437574789e-003	9.905420e-002	8.608422e-001	8.805367e+000
1.119681250074789e-003	1.024629e-001	8.364608e-001	8.828819e+000
1.124564062574789e-003	1.057751e-001	8.154121e-001	8.848959e+000
1.129446875074789e-003	1.089878e-001	7.972121e-001	8.866273e+000
1.134329687574788e-003	1.120979e-001	7.814482e-001	8.881174e+000
1.139212500074788e-003	1.151025e-001	7.677693e-001	8.894016e+000
1.144095312574788e-003	1.179987e-001	7.558775e-001	8.905098e+000
1.148978125074788e-003	1.207840e-001	7.455196e-001	8.914675e+000
1.153860937574788e-003	1.234555e-001	7.364812e-001	8.922962e+000
1.158743750074788e-003	1.260108e-001	7.285805e-001	8.930143e+000
1.163626562574788e-003	1.284476e-001	7.216634e-001	8.936373e+000
1.168509375074788e-003	1.307634e-001	7.155992e-001	8.941781e+000
1.173392187574788e-003	1.329562e-001	7.102774e-001	8.946482e+000
1.178275000074788e-003	1.350239e-001	7.056041e-001	8.950569e+000
1.183157812574787e-003	1.369645e-001	7.014998e-001	8.954123e+000
1.188040625074787e-003	1.387761e-001	6.978970e-001	8.957211e+000
1.192923437574787e-003	1.404572e-001	6.947386e-001	8.959890e+000
1.197806250074787e-003	1.420060e-001	6.919763e-001	8.962212e+000
1.202689062574787e-003	1.434212e-001	6.895692e-001	8.964216e+000
1.207571875074787e-003	1.447015e-001	6.874827e-001	8.965939e+000
1.212454687574787e-003	1.458455e-001	6.856880e-001	8.967407e+000
1.217337500074787e-003	1.468523e-001	6.841608e-001	8.968648e+000
1.222220312574787e-003	1.477208e-001	6.828811e-001	8.969681e+000
1.227103125074787e-003	1.484504e-001	6.818326e-001	8.970522e+000
1.231985937574786e-003	1.490402e-001	6.810018e-001	8.971185e+000
1.236868750074786e-003	1.494897e-001	6.803789e-001	8.971680e+000
1.241751562574786e-003	1.497986e-001	6.799560e-001	8.972015e+000
1.246634375074786e-003	1.499665e-001	6.797282e-001	8.972197e+000
1.251517187574786e-003	1.499932e-001	6.796926e-001	8.972225e+000
1.256400000074786e-003	1.498787e-001	6.798488e-001	8.972103e+000
1.261282812574786e-003	1.496232e-001	6.801988e-001	8.971828e+000
1.266165625074786e-003	1.492269e-001	6.807466e-001	8.971394e+000
1.271048437574786e-003	1.486901e-001	6.814989e-001	8.970797e+000
1.275931250074785e-003	1.480134e-001	6.824648e-001	8.970025e+000
1.280814062574785e-003	1.471974e-001	6.836563e-001	8.969069e+000
1.285696875074785e-003	1.462428e-001	6.850886e-001	8.967909e+000
1.290579687574785e-003	1.451506e-001	6.867803e-001	8.966531e+000
1.295462500074785e-003	1.439218e-001	6.887538e-001	8.964909e+000
1.300345312574785e-003	1.425576e-001	6.910362e-001	8.963017e+000
1.305228125074785e-003	1.410591e-001	6.936598e-001	8.960821e+000
1.310110937574785e-003	1.394279e-001	6.966628e-001	8.958283e+000
1.314993750074785e-003	1.376655e-001	7.000905e-001	8.955358e+000
1.319876562574785e-003	1.357736e-001	7.039967e-001	8.951990e+000
1.324759375074784e-003	1.337538e-001	7.084445e-001	8.948116e+000
1.329642187574784e-003	1.316081e-001	7.135085e-001	8.943661e+000
1.334525000074784e-003	1.293386e-001	7.192768e-001	8.938535e+000
1.339407812574784e-003	1.269474e-001	7.258532e-001	8.932634e+000
1.344290625074784e-003	1.244366e-001	7.333602e-001	8.925835e+000
1.349173437574784e-003	1.218088e-001	7.419424e-001	8.917991e+000
1.354056250074784e-003	1.190663e-001	7.517704e-001	8.908932e+000
1.358939062574784e-003	1.162118e-001	7.630455e-001	8.898453e+000
1.363821875074784e-003	1.132479e-001	7.760049e-001	8.886317e+000
1.368704687574784e-003	1.101774e-001	7.909286e-001	8.872242e+000
1.373587500074783e-003	1.070032e-001	8.081462e-001	8.855898e+000
1.378470312574783e-003	1.037283e-001	8.280454e-001	8.836893e+000
1.383353125074783e-003	1.003557e-001	8.510815e-001	8.814770e+000
1.388235937574783e-003	9.688874e-002	8.777878e-001	8.788995e+000
1.393118750074783e-003	9.333058e-002	9.087871e-001	8.758942e+000
1.398001562574783e-003	8.968457e-002	9.448036e-001	8.723883e+000
1.402884375074783e-003	8.595415e-002	9.866751e-001	8.682978e+000
1.407767187574783e-003	8.214284e-002	1.035365e+000	8.635258e+000
1.412650000074783e-003	7.825421e-002	1.091972e+000	8.579623e+000
1.417532812574782e-003	7.429194e-002	1.157737e+000	8.514826e+000
1.422415625074782e-003	7.025974e-002	1.234043e+000	8.439479e+000
1.427298437574782e-003	6.616142e-002	1.322414e+000	8.352055e+000
1.432181250074782e-003	6.200083e-002	1.424488e+000	8.250908e+000
1.437064062574782e-003	5.778189e-002	1.541991e+000	8.134308e+000
1.441946875074782e-003	5.350856e-002	1.676685e+000	8.000485e+000
1.446829687574782e-003	4.918487e-002	1.830291e+000	7.847713e+000
1.451712500074782e-003	4.481490e-002	2.004399e+000	7.674396e+000
1.456595312574782e-003	4.040274e-002	2.200343e+000	7.479191e+000
1.461478125074782e-003	3.595256e-002	2.419074e+000	7.261145e+000
1.466360937574781e-003	3.146854e-002	2.661007e+000	7.019833e+000
1.471243750074781e-003	2.695491e-002	2.925888e+000	6.755506e+000
1.476126562574781e-003	2.241590e-002	3.212675e+000	6.469200e+000
1.481009375074781e-003	1.785580e-002	3.519461e+000	6.162818e+000
1.490775000074781e-003	8.689490e-003	4.181053e+000	5.501788e+000
1.505423437574781e-003	-5.110480e-003	5.230042e+000	4.452983e+000
1.515189062574780e-003	-1.429363e-002	5.909991e+000	3.772702e+000
1.520071875074780e-003	-1.886719e-002	6.230274e+000	3.452115e+000
1.524954687574780e-003	-2.342299e-002	6.532592e+000	3.149405e+000
1.529837500074780e-003	-2.795674e-002	6.814345e+000	2.867175e+000
1.534720312574780e-003	-3.246418e-002	7.073818e+000	2.607143e+000
1.539603125074780e-003	-3.694107e-002	7.310150e+000	2.370178e+000
1.544485937574780e-003	-4.138319e-002	7.523248e+000	2.156379e+000
1.549368750074780e-003	-4.578637e-002	7.713660e+000	1.965204e+000
1.554251562574780e-003	-5.014645e-002	7.882438e+000	1.795609e+000
1.559134375074779e-003	-5.445933e-002	8.030992e+000	1.646193e+000
1.564017187574779e-003	-5.872096e-002	8.160954e+000	1.515330e+000
1.568900000074779e-003	-6.292732e-002	8.274072e+000	1.401281e+000
1.573782812574779e-003	-6.707446e-002	8.372110e+000	1.302288e+000
1.578665625074779e-003	-7.115846e-002	8.456788e+000	1.216639e+000
1.583548437574779e-003	-7.517550e-002	8.529728e+000	1.142716e+000
1.588431250074779e-003	-7.912178e-002	8.592428e+000	1.079028e+000
1.593314062574779e-003	-8.299360e-002	8.646248e+000	1.024220e+000
1.598196875074779e-003	-8.678731e-002	8.692402e+000	9.770813e-001
1.603079687574779e-003	-9.049933e-002	8.731961e+000	9.365436e-001
1.607962500074778e-003	-9.412619e-002	8.765867e+000	9.016713e-001
1.612845312574778e-003	-9.766445e-002	8.794933e+000	8.716518e-001
1.617728125074778e-003	-1.011108e-001	8.819866e+000	8.457837e-001
1.622610937574778e-003	-1.044620e-001	8.841269e+000	8.234643e-001
1.627493750074778e-003	-1.077148e-001	8.859659e+000	8.041782e-001
1.632376562574778e-003	-1.108663e-001	8.875480e+000	7.874852e-001
1.637259375074778e-003	-1.139135e-001	8.889107e+000	7.730108e-001
1.642142187574778e-003	-1.168534e-001	8.900860e+000	7.604370e-001
1.647025000074778e-003	-1.196834e-001	8.911011e+000	7.494932e-001
1.651907812574777e-003	-1.224007e-001	8.919790e+000	7.399505e-001
1.656790625074777e-003	-1.250028e-001	8.927393e+000	7.316146e-001
1.661673437574777e-003	-1.274873e-001	8.933986e+000	7.243209e-001
1.666556250074777e-003	-1.298517e-001	8.939709e+000	7.179300e-001
1.671439062574777e-003	-1.320940e-001	8.944680e+000	7.123234e-001
1.676321875074777e-003	-1.342120e-001	8.949002e+000	7.074010e-001
1.681204687574777e-003	-1.362036e-001	8.952760e+000	7.030778e-001
1.686087500074777e-003	-1.380670e-001	8.956027e+000	6.992818e-001
1.690970312574777e-003	-1.398005e-001	8.958864e+000	6.959519e-001
1.695853125074777e-003	-1.414025e-001	8.961324e+000	6.930364e-001
1.700735937574776e-003	-1.428713e-001	8.963450e+000	6.904917e-001
1.705618750074776e-003	-1.442057e-001	8.965281e+000	6.882808e-001
1.710501562574776e-003	-1.454043e-001	8.966848e+000	6.863725e-001
1.715384375074776e-003	-1.464661e-001	8.968178e+000	6.847410e-001
1.720267187574776e-003	-1.473901e-001	8.969292e+000	6.833645e-001
1.725150000074776e-003	-1.481753e-001	8.970207e+000	6.822252e-001
1.730032812574776e-003	-1.488211e-001	8.970940e+000	6.813087e-001
1.734915625074776e-003	-1.493268e-001	8.971501e+000	6.806036e-001
1.739798437574776e-003	-1.496920e-001	8.971900e+000	6.801015e-001
1.744681250074775e-003	-1.499162e-001	8.972142e+000	6.797961e-001
1.749564062574775e-003	-1.499994e-001	8.972232e+000	6.796838e-001
1.754446875074775e-003	-1.499415e-001	8.972170e+000	6.797632e-001
1.759329687574775e-003	-1.497423e-001	8.971956e+000	6.800354e-001
1.764212500074775e-003	-1.494023e-001	8.971587e+000	6.805034e-001
1.769095312574775e-003	-1.489217e-001	8.971056e+000	6.811729e-001
1.773978125074775e-003	-1.483009e-001	8.970355e+000	6.820521e-001
1.778860937574775e-003	-1.475405e-001	8.969474e+000	6.831518e-001
1.783743750074775e-003	-1.466412e-001	8.968398e+000	6.844857e-001
1.788626562574775e-003	-1.456040e-001	8.967110e+000	6.860712e-001
1.793509375074774e-003	-1.444297e-001	8.965588e+000	6.879290e-001
1.798392187574774e-003	-1.431195e-001	8.963808e+000	6.900842e-001
1.803275000074774e-003	-1.416745e-001	8.961738e+000	6.925671e-001
1.808157812574774e-003	-1.400963e-001	8.959342e+000	6.954133e-001
1.813040625074774e-003	-1.383861e-001	8.956577e+000	6.986652e-001
1.817923437574774e-003	-1.365458e-001	8.953394e+000	7.023730e-001
1.822806250074774e-003	-1.345769e-001	8.949731e+000	7.065959e-001
1.827689062574774e-003	-1.324814e-001	8.945518e+000	7.114036e-001
1.832571875074774e-003	-1.302612e-001	8.940672e+000	7.168787e-001
1.837454687574774e-003	-1.279183e-001	8.935095e+000	7.231182e-001
1.842337500074773e-003	-1.254551e-001	8.928671e+000	7.302370e-001
1.847220312574773e-003	-1.228738e-001	8.921264e+000	7.383702e-001
1.852103125074773e-003	-1.201769e-001	8.912713e+000	7.476776e-001
1.856985937574773e-003	-1.173669e-001	8.902828e+000	7.583475e-001
1.861868750074773e-003	-1.144464e-001	8.891387e+000	7.706021e-001
1.866751562574773e-003	-1.114182e-001	8.878125e+000	7.847035e-001
1.871634375074773e-003	-1.082851e-001	8.862732e+000	8.009604e-001
1.876517187574773e-003	-1.050501e-001	8.844841e+000	8.197364e-001
1.881400000074773e-003	-1.017163e-001	8.824026e+000	8.414584e-001
1.886282812574772e-003	-9.828667e-002	8.799782e+000	8.666272e-001
1.891165625074772e-003	-9.476458e-002	8.771521e+000	8.958284e-001
1.896048437574772e-003	-9.115329e-002	8.738558e+000	9.297440e-001
